"Certaines données sont associées à l'ancienne version du formulaire incendie. Consultez la documentation pour plus d'informations."
"Nombre d'incendies suivant les critères de sélection : 2362"
"Critères de sélection =>";"Date de première alerte, de : 2021-01-01 00:00:00";"Date de première alerte, jusqu'à : 2021-12-31 23:59:00";"France entière";"Type de feu : F"
Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Type de peuplement";Nature;"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Précision de la donnée"
2021;2104;"12";"12277";"Taussac";"2021-04-02 16:00:00";4000;4000;;0;;;0;0;0;0;"Estimées";;;;;;;"Données partielles ou non valides"
2021;3810;"04";"04201";"Saumane";"2021-04-02 16:10:00";2900;100;;;;;;;;2800;;"3";"Involontaire (particulier)";;;;;""
2021;4235;"07";"07224";"Saint-Cirgues-en-Montagne";"2021-04-02 16:16:00";15000;;15000;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
2021;4238;"07";"07024";"Banne";"2021-04-02 16:54:00";10000;;10000;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2021;4656;"2A";"2A200";"Palneca";"2021-04-02 17:06:00";700;;700;;;;;;;;;;"Involontaire (particulier)";;;;;""
2021;4657;"2A";"2A024";"Aullène";"2021-04-02 17:38:00";500;;500;;;;;;;;;;;;;;;""
2021;4202;"48";"48168";"Saint-Léger-de-Peyre";"2021-04-02 17:47:00";75000;18800;56200;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
2021;3819;"26";"26148";"Hauterives";"2021-04-02 18:22:00";6000;2820;2880;0;;;;;;300;;"3";;;;;;""
2021;5289;"13";"13103";"Salon-de-Provence";"2021-04-02 19:40:00";50;50;;;;;;;;;;"1";;;;;;""
2021;1984;"38";"38111";"Claix";"2021-04-02 20:00:00";100;0;;100;;;100;0;0;0;"Estimées";;;;;;;""
2021;2868;"33";"33051";"Biganos";"2021-04-02 22:04:00";200;200;;0;;;0;;;0;;;;;;;;""
2021;2811;"33";"33240";"Lesparre-Médoc";"2021-04-03 02:15:00";2;2;;0;;;0;;;0;;;;;;;;""
2021;6099;"11";"11262";"Narbonne";"2021-04-03 08:59:00";18000;8460;8640;0;;;;;;900;;;;;;;;""
2021;4797;"83";"83120";"Saint-Zacharie";"2021-04-03 10:12:00";2;2;;;;;;;;;;"5";"Involontaire (particulier)";;;;;""
2021;3812;"2B";"2B355";"Volpajola";"2021-04-03 11:13:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
2021;4798;"83";"83046";"Cotignac";"2021-04-03 11:23:00";1000;1000;;;;;;;;;;"2";"Malveillance";;;;;""
2021;2203;"47";"47012";"Anzex";"2021-04-03 12:10:24";20000;20000;;0;;;0;;;0;;;"Involontaire (particulier)";;;;;""
2021;4239;"07";"07104";"Issamoulenc";"2021-04-03 12:41:00";2500;2500;;;;;;;;;;"3";"Involontaire (travaux)";;;;;""
2021;1901;"38";"38261";"Morestel";"2021-04-03 14:06:00";8500;0;;8500;;;8500;0;0;0;"Estimées";;;;;;;""
2021;341;"88";"88429";"Saint-Nabord";"2021-04-03 14:32:00";150;150;;0;;;0;0;0;0;"Estimées";;;;;;;""
2021;1556;"72";"72294";"Saint-Léonard-des-Bois";"2021-04-03 14:35:00";500;500;;0;;;0;0;0;0;"Estimées";;"Involontaire (particulier)";;;;;""
2021;2870;"33";"33318";"Pessac";"2021-04-03 14:44:00";2000;2000;;0;;;0;;;0;;;;;;;;""
2021;2871;"33";"33329";"Pompéjac";"2021-04-03 15:02:00";15000;15000;;0;;;0;;;0;;;;;;;;""
2021;4026;"34";"34024";"Balaruc-le-Vieux";"2021-04-03 15:37:00";12812;;12812;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2021;5382;"13";"13080";"Le Puy-Sainte-Réparade";"2021-04-03 15:58:00";1000;1000;;;;;;;;;;"1";;;;;;""
2021;3116;"33";"33022";"Avensan";"2021-04-03 16:19:00";3038300;3038300;;0;;;0;;;0;;;;;;;;""
2021;4008;"34";"34341";"Villeveyrac";"2021-04-03 16:22:00";5977;;5977;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
2021;4243;"07";"07054";"Chanéac";"2021-04-03 16:26:00";1000;;1000;;;;;;;;;"1";;;;;;""
2021;143;"21";"21617";"Talant";"2021-04-03 16:30:00";200;0;;200;;;200;0;0;0;"Estimées";;;;;;;""
2021;979;"87";"87150";"Saint-Hilaire-les-Places";"2021-04-03 16:44:00";100000;0;;100000;;;100000;0;0;0;"Mesurées";;"Accidentelle";;;;;""
2021;5297;"13";"13072";"Peynier";"2021-04-03 17:18:00";100;100;;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
2021;1686;"41";"41194";"Romorantin-Lanthenay";"2021-04-03 17:20:00";3000;0;;3000;;;3000;0;0;0;"Estimées";;;;;;;""
2021;2807;"33";"33408";"Saint-Genès-de-Lombaud";"2021-04-03 17:43:00";2000;2000;;0;;;0;;;0;;;;;;;;""
2021;157;"19";"19109";"Lascaux";"2021-04-03 17:44:00";5000;0;;5000;;;5000;0;0;0;"Estimées";;;;;;;""
2021;132;"81";"81319";"Villeneuve-sur-Vère";"2021-04-03 17:53:00";2000;0;;2000;;;2000;0;0;0;"Estimées";;"Involontaire (travaux)";;;;;""
2021;344;"88";"88426";"Saint-Maurice-sur-Moselle";"2021-04-03 19:02:00";20;20;;0;;;0;0;0;0;"Estimées";;;;;;;""
2021;345;"88";"88087";"Chantraine";"2021-04-03 19:17:00";1;1;;0;;;0;0;0;0;"Estimées";;;;;;;""
2021;151;"85";"85234";"Saint-Jean-de-Monts";"2021-04-04 01:50:00";100;0;;100;;;100;0;0;0;"Estimées";;;;;;;""
2021;2741;"40";"40046";"Biscarrosse";"2021-04-04 08:56:00";200;200;;0;;;0;;;0;;;"Involontaire (travaux)";;;;;""
2021;6100;"11";"11144";"Fitou";"2021-04-04 09:52:00";30;14;14;0;;;;;;2;;;;;;;;""
2021;3887;"30";"30274";"Saint-Julien-les-Rosiers";"2021-04-04 12:17:00";50;24;24;0;;;;;;2;;;;;;;;""
2021;4942;"26";"26014";"Arthémonay";"2021-04-04 12:43:00";100;47;48;0;;;;;;5;;;;;;;;""
2021;347;"88";"88450";"Senaide";"2021-04-04 12:56:00";600;600;;0;;;0;0;0;0;"Estimées";;;;;;;""
2021;1902;"38";"38485";"Seyssinet-Pariset";"2021-04-04 13:51:00";50;50;;0;;;0;0;0;0;"Estimées";;;;;;;""
2021;4291;"84";"84129";"Sorgues";"2021-04-04 14:25:00";100;100;;;;;;;;;;;;;;;;""
2021;141;"39";"39491";"Coteaux du Lizon";"2021-04-04 14:27:00";40000;0;;40000;;;40000;0;0;0;"Estimées";;;;;;;""
2021;401;"77";"77333";"Nemours";"2021-04-04 14:38:00";1;1;;0;;;0;0;0;0;"Mesurées";;"Involontaire (particulier)";;;;;""
2021;415;"17";"17240";"Montendre";"2021-04-04 15:03:00";150000;150000;;0;;;0;0;0;0;"Mesurées";;"Involontaire (travaux)";;;;;""
2021;348;"88";"88178";"Les Forges";"2021-04-04 15:04:00";100;100;;0;;;0;0;0;0;"Estimées";;;;;;;""
2021;4254;"07";"07223";"Saint-Cirgues-de-Prades";"2021-04-04 15:46:00";1000;;1000;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2021;4258;"07";"07079";"Désaignes";"2021-04-04 15:50:00";5000;5000;;;;;;;;;;"5";"Involontaire (particulier)";;;;;""
2021;349;"88";"88148";"Dommartin-lès-Remiremont";"2021-04-04 16:18:00";1;1;;0;;;0;0;0;0;"Estimées";;;;;;;""
2021;350;"88";"88468";"Le Thillot";"2021-04-04 16:29:00";300;0;;300;;;300;0;0;0;"Estimées";;;;;;;""
2021;4943;"26";"26258";"Puy-Saint-Martin";"2021-04-04 16:32:00";20000;9400;9600;0;;;;;;1000;;"4";"Malveillance";;;;;""
2021;416;"17";"17118";"Corignac";"2021-04-04 16:40:00";2200;2200;;0;;;0;0;0;0;"Mesurées";;;;;;;""
2021;351;"88";"88408";"Rupt-sur-Moselle";"2021-04-04 16:44:00";500;500;;0;;;0;0;0;0;"Estimées";;;;;;;""
2021;1903;"38";"38316";"Pont-de-Chéruy";"2021-04-04 17:01:00";120;0;;120;;;120;0;0;0;"Estimées";;;;;;;""
2021;1687;"41";"41142";"Valencisse";"2021-04-04 17:19:00";200;0;;200;;;200;0;0;0;"Estimées";;;;;;;""
2021;417;"17";"17240";"Montendre";"2021-04-04 17:41:00";8000;8000;;0;;;0;0;0;0;"Mesurées";;;;;;;""
2021;2873;"33";"33382";"Saint-Christoly-de-Blaye";"2021-04-04 18:32:00";8000;8000;;0;;;0;;;0;;;;;;;;""
2021;830;"61";"61395";"Saint-Germain-des-Grois";"2021-04-04 18:34:00";40000;0;;40000;;;40000;0;0;0;"Estimées";;;;;;;""
2021;4009;"34";"34086";"Courniou";"2021-04-04 19:26:00";322;322;;;;;;;;;;"3";"Involontaire (travaux)";;;;;""
2021;167;"46";"46211";"Nuzéjouls";"2021-04-04 20:32:00";5000;0;;5000;;;5000;0;0;0;"Estimées";;;;;;;""
2021;418;"17";"17118";"Corignac";"2021-04-04 21:27:00";330;330;;0;;;0;0;0;0;"Mesurées";;;;;;;""
2021;5415;"66";"66044";"Castelnou";"2021-04-05 07:34:00";2000;;2000;;;;;;;;;"1";"Accidentelle";;;;;""
2021;1690;"41";"41148";"Montlivault";"2021-04-05 10:22:00";5;0;;5;;;5;0;0;0;"Estimées";;"Accidentelle";;;;;""
2021;4299;"84";"84041";"Crillon-le-Brave";"2021-04-05 11:29:00";10;10;;;;;;;;;;"4";;;;;;""
2021;2874;"33";"33382";"Saint-Christoly-de-Blaye";"2021-04-05 12:05:00";30000;25000;;0;;;0;;;5000;;;;;;;;""
2021;5291;"13";"13073";"Peypin";"2021-04-05 12:37:00";20;20;;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2021;3838;"2B";"2B184";"Olcani";"2021-04-05 12:45:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
2021;2710;"40";"40197";"Morcenx-la-Nouvelle";"2021-04-05 12:55:00";2000;2000;;0;;;0;;;0;;;;;;;;""
2021;4439;"34";"34285";"Saint-Pons-de-Mauchiens";"2021-04-05 12:55:00";28840;;28840;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
2021;6101;"11";"11164";"Ginestas";"2021-04-05 13:29:00";22600;10622;10848;0;;;;;;1130;;;;;;;;""
2021;2695;"40";"40187";"Moliets-et-Maa";"2021-04-05 14:11:00";4;4;;0;;;0;;;0;;;"Malveillance";;;;;""
2021;2497;"64";"64157";"Buzy";"2021-04-05 15:33:35";300;;;300;;;300;;;;;;;;;;;""
2021;3898;"30";"30009";"Alzon";"2021-04-05 16:51:00";7000;3290;3360;0;;;;;;350;;;;;;;;""
2021;6102;"11";"11324";"Roubia";"2021-04-05 16:55:00";2000;940;960;0;;;;;;100;;;;;;;;""
2021;4338;"07";"07149";"Marcols-les-Eaux";"2021-04-05 18:12:00";2000;2000;;;;;;;;;;"3";;;;;;""
2021;3055;"24";"24326";"Peyzac-le-Moustier";"2021-04-05 18:13:00";15000;15000;;0;;;0;;;;;;;;;;;""
2021;3843;"2B";"2B314";"Santo-Pietro-di-Tenda";"2021-04-05 18:29:00";50;24;24;0;;;;;;2;;;;;;;;""
2021;6103;"11";"11262";"Narbonne";"2021-04-05 18:51:00";50;24;24;0;;;;;;2;;;;;;;;""
2021;2499;"64";"64499";"Salies-de-Béarn";"2021-04-05 18:53:58";5;;;5;;;5;;;;;;;;;;;""
2021;1692;"41";"41018";"Blois";"2021-04-05 19:07:00";200;0;;200;;;200;0;0;0;"Estimées";;"Malveillance";;;;;""
2021;2808;"33";"33322";"Le Pian-Médoc";"2021-04-05 19:17:00";3000;3000;;0;;;0;;;0;;;;;;;;""
2021;8542;"48";"48095";"Mende";"2021-04-05 20:27:00";600;600;;;;;;;;;;"4";;;;;;""
2021;5416;"66";"66069";"Espira-de-l'Agly";"2021-04-06 05:06:00";100000;20000;80000;;;;;;;;;"4";"Malveillance";;;;;""
2021;2839;"33";"33042";"Belin-Béliet";"2021-04-06 06:20:00";25000;25000;;0;;;0;;;0;;;;;;;;""
2021;3844;"2B";"2B046";"Cagnano";"2021-04-06 07:19:00";2000;940;960;0;;;;;;100;;;;;;;;""
2021;5293;"13";"13028";"La Ciotat";"2021-04-06 10:47:00";200;200;;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2021;4659;"2A";"2A288";"Sotta";"2021-04-06 10:54:00";300;;300;;;;;;;;;;"Involontaire (particulier)";;;;;""
2021;3904;"84";"84047";"Gargas";"2021-04-06 11:14:00";800;800;;;;;;;;;;;;;;;;""
2021;3941;"2B";"2B124";"Ghisoni";"2021-04-06 11:26:00";200;94;96;0;;;;;;10;;;;;;;;""
2021;169;"46";"46140";"Laburgade";"2021-04-06 11:36:00";1500;0;;1500;;;1500;0;0;0;"Estimées";;;;;;;""
2021;2720;"40";"40192";"Mont-de-Marsan";"2021-04-06 12:13:00";1800;1800;;0;;;0;;;0;;;;;;;;""
2021;4820;"83";"83021";"Bras";"2021-04-06 13:04:00";20000;20000;;;;;;;;;;"5";"Malveillance";;;;;""
2021;1986;"38";"38199";"Jardin";"2021-04-06 13:29:00";5000;5000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2021;5294;"13";"13063";"Miramas";"2021-04-06 13:35:00";200;200;;;;;;;;;;"1";;;;;;""
2021;5295;"13";"13001";"Aix-en-Provence";"2021-04-06 14:37:00";30000;30000;;;;;;;;;;"1";;;;;;""
2021;159;"81";"81158";"Le Masnau-Massuguiès";"2021-04-06 14:53:00";150000;0;;150000;;;150000;0;0;0;"Estimées";;;;;;;""
2021;206;"81";"81158";"Le Masnau-Massuguiès";"2021-04-06 15:46:00";160000;0;;160000;;;160000;0;0;0;"Estimées";;;;;;;""
2021;4311;"84";"84088";"Pernes-les-Fontaines";"2021-04-06 15:55:00";100;100;;;;;;;;;;;;;;;;""
2021;981;"87";"87042";"Le Châtenet-en-Dognon";"2021-04-06 16:22:00";80000;0;;80000;;;80000;0;0;0;"Estimées";;;;;;;""
2021;3184;"56";"56165";"Ploërmel";"2021-04-06 16:31:00";10000;10000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2021;1031;"16";"16232";"Mornac";"2021-04-06 16:39:00";2000;0;;2000;;;2000;0;0;0;"Estimées";;;;;;;""
2021;5285;"13";"13007";"Auriol";"2021-04-06 16:45:00";803300;740600;59700;;;;;;;3000;;"1";"Involontaire (particulier)";;;;;""
2021;3185;"56";"56075";"Guer";"2021-04-06 17:00:00";10000;10000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2021;5306;"13";"13059";"Meyrargues";"2021-04-06 17:10:00";400;400;;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2021;5307;"13";"13101";"Saint-Savournin";"2021-04-06 17:40:00";100;100;;;;;;;;;;"1";;;;;;""
2021;4341;"07";"07110";"Joyeuse";"2021-04-06 18:40:00";8000;8000;;;;;;;;;;"4";"Accidentelle";;;;;""
2021;982;"87";"87176";"Saint-Priest-Ligoure";"2021-04-06 19:39:00";15000;0;;15000;;;15000;0;0;0;"Estimées";;;;;;;""
2021;3917;"30";"30216";"Robiac-Rochessadoule";"2021-04-06 20:59:00";2421;1138;1162;0;;;;;;121;;;;;;;;""
2021;5300;"13";"13067";"Orgon";"2021-04-06 20:59:00";400;400;;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2021;4825;"83";"83063";"La Garde-Freinet";"2021-04-06 21:39:00";200;200;;;;;;;;;;"3";"Involontaire (travaux)";;;;;""
2021;188;"19";"19140";"Monceaux-sur-Dordogne";"2021-04-07 06:37:00";65000;0;;65000;;;65000;0;0;0;"Estimées";;;;;;;""
2021;4826;"83";"83111";"Sainte-Anastasie-sur-Issole";"2021-04-07 07:02:00";200;200;;;;;;;;;;"2";"Involontaire (particulier)";;;;;""
2021;5308;"13";"13066";"Noves";"2021-04-07 10:00:00";2000;2000;;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2021;6105;"11";"11262";"Narbonne";"2021-04-07 11:34:00";250;118;120;0;;;;;;12;;;;;;;;""
2021;4342;"07";"07278";"Saint-Michel-de-Chabrillanoux";"2021-04-07 11:42:00";8000;8000;;;;;;;;;;"3";"Involontaire (particulier)";;;;;""
2021;4076;"06";"06163";"Tende";"2021-04-07 12:03:00";420000;330000;;;;;;;;90000;;"1";"Involontaire (travaux)";;;;;""
2021;5310;"13";"13060";"Meyreuil";"2021-04-07 12:09:00";40;40;;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2021;2500;"64";"64328";"Ledeuix";"2021-04-07 13:21:54";25000;25000;;;;;;;;;;;;;;;;""
2021;4486;"34";"34183";"Nissan-lez-Enserune";"2021-04-07 13:33:00";718;;718;;;;;;;;;"1";"Malveillance";;;;;""
2021;1987;"38";"38298";"Le Péage-de-Roussillon";"2021-04-07 13:50:00";200;0;;200;;;200;0;0;0;"Estimées";;;;;;;""
2021;176;"46";"46307";"Soturac";"2021-04-07 13:54:00";1500;0;;1500;;;1500;0;0;0;"Estimées";;;;;;;""
2021;1558;"72";"72300";"Saint-Mars-la-Brière";"2021-04-07 14:13:00";1500;0;;1500;;;1500;0;0;0;"Estimées";;"Involontaire (particulier)";;;;;""
2021;4317;"84";"84079";"Monieux";"2021-04-07 14:33:00";308100;307300;;;;;;;;800;;"2";"Involontaire (particulier)";;;;;""
2021;4319;"84";"84078";"Mondragon";"2021-04-07 14:53:00";3500;3500;;;;;;;;;;;;;;;;""
2021;2216;"47";"47228";"Saint-Antoine-de-Ficalba";"2021-04-07 15:41:15";2000;2000;;0;;;0;;;0;;;;;;;;""
2021;2696;"40";"40020";"Aurice";"2021-04-07 15:42:00";20000;20000;;0;;;0;;;0;;;;;;;;""
2021;4065;"05";"05131";"Saint-Auban-d'Oze";"2021-04-07 15:44:00";100;60;;;;;;;;40;;"5";"Involontaire (travaux)";;;;;""
2021;11519;"972";"97207";"Ducos";"2021-04-07 16:28:00";2500;0;;2500;;;2500;0;0;0;"Estimées";;;"Non";;;;"Données partielles ou non valides"
2021;4205;"48";"48119";"Prévenchères";"2021-04-07 16:40:00";114700;96600;18100;;;;;;;;;"4";"Malveillance";;;;;""
2021;177;"46";"46182";"Luzech";"2021-04-07 16:52:00";5000;0;;5000;;;5000;0;0;0;"Estimées";;;;;;;""
2021;186;"37";"37096";"Dierre";"2021-04-07 17:18:00";2500;0;;2500;;;2500;0;0;0;"Estimées";;;;;;;""
2021;355;"88";"88465";"Capavenir Vosges";"2021-04-07 17:30:00";7500;0;;7500;;;7500;0;0;0;"Estimées";;;;;;;""
2021;4946;"26";"26215";"La Motte-Chalancon";"2021-04-07 17:44:00";5200;;5000;;;;;;;200;;"1";"Involontaire (travaux)";;;;;""
2021;2218;"47";"47012";"Anzex";"2021-04-07 17:55:19";10001;10000;;0;;;0;;;1;;;;;;;;""
2021;179;"46";"46164";"Lavercantière";"2021-04-07 18:04:00";1000;0;;1000;;;1000;0;0;0;"Estimées";;;;;;;""
2021;2894;"33";"33068";"Bourideys";"2021-04-07 18:53:00";3000;3000;;0;;;0;;;0;;;;;;;;""
2021;1702;"41";"41139";"Meusnes";"2021-04-07 19:15:00";1500;0;;1500;;;1500;0;0;0;"Estimées";;;;;;;""
2021;561;"49";"49041";"Brain-sur-Allonnes";"2021-04-07 22:00:00";10000;10000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2021;5381;"13";"13063";"Miramas";"2021-04-08 05:59:00";20;20;;;;;;;;;;"1";"Accidentelle";;;;;""
2021;6106;"11";"11261";"Moux";"2021-04-08 06:45:00";1300;611;624;0;;;;;;65;;;;;;;;""
2021;6108;"11";"11203";"Lézignan-Corbières";"2021-04-08 08:08:00";3000;1410;1440;0;;;;;;150;;;;;;;;""
2021;6107;"11";"11203";"Lézignan-Corbières";"2021-04-08 08:08:00";3000;1410;1440;0;;;;;;150;;;;;;;;""
2021;9808;"11";"11276";"Paziols";"2021-04-08 08:11:00";82300;;82300;;;;;;;;;;;;;;;""
2021;6109;"11";"11401";"Tuchan";"2021-04-08 08:11:00";10010;4705;4805;0;;;;;;500;;;;;;;;""
2021;6112;"11";"11276";"Paziols";"2021-04-08 08:11:00";700;329;336;0;;;;;;35;;;;;;;;""
2021;6111;"11";"11276";"Paziols";"2021-04-08 08:11:00";400;188;192;0;;;;;;20;;;;;;;;""
2021;6110;"11";"11276";"Paziols";"2021-04-08 08:11:00";500;235;240;0;;;;;;25;;;;;;;;""
2021;5594;"30";"30138";"Langlade";"2021-04-08 10:02:00";59;28;28;0;;;;;;3;;;"Malveillance";;;;;""
2021;5593;"30";"30138";"Langlade";"2021-04-08 10:02:00";28;13;13;0;;;;;;2;;;"Malveillance";;;;;""
2021;5591;"30";"30138";"Langlade";"2021-04-08 10:02:00";12;6;6;0;;;;;;0;;;"Malveillance";;;;;""
2021;5592;"30";"30138";"Langlade";"2021-04-08 10:02:00";32;15;15;0;;;;;;2;;;"Malveillance";;;;;""
2021;2895;"33";"33183";"Gauriaguet";"2021-04-08 10:36:00";1000;1000;;0;;;0;;;0;;;"Involontaire (travaux)";;;;;""
2021;6113;"11";"11322";"Roquefort-des-Corbières";"2021-04-08 11:25:00";8000;3760;3840;0;;;;;;400;;;;;;;;""
2021;4523;"34";"34162";"Montagnac";"2021-04-08 11:42:00";991;;991;;;;;;;;;"5";"Involontaire (travaux)";;;;;""
2021;2088;"12";"12076";"Conques-en-Rouergue";"2021-04-08 12:00:00";30000;30000;;0;;;0;0;0;0;"Estimées";;;;;;;"Données partielles ou non valides"
2021;2697;"40";"40134";"Labouheyre";"2021-04-08 12:36:00";3000;3000;;0;;;0;;;0;;;;;;;;""
2021;4343;"07";"07187";"Prunet";"2021-04-08 12:41:00";165000;8000;157000;;;;;;;;;"4";"Involontaire (travaux)";;;;;""
2021;10397;"13";"13032";"Éguilles";"2021-04-08 13:54:00";100;100;;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2021;419;"17";"17077";"Cercoux";"2021-04-08 14:01:00";1018000;1018000;;0;;;0;0;0;0;"Mesurées";;"Involontaire (particulier)";;;;;""
2021;199;"37";"37008";"Athée-sur-Cher";"2021-04-08 14:01:00";2000;0;;2000;;;2000;0;0;0;"Estimées";;"Involontaire (travaux)";;;;;""
2021;1218;"89";"89063";"La Celle-Saint-Cyr";"2021-04-08 14:10:00";30000;0;;30000;;;30000;0;0;0;"Estimées";;;;;;;""
2021;3056;"24";"24411";"Saint-Front-sur-Nizonne";"2021-04-08 14:14:00";420000;420000;;0;;;0;;;;;;;;;;;""
2021;562;"49";"49041";"Brain-sur-Allonnes";"2021-04-08 14:21:00";4000;4000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2021;5417;"66";"66118";"Montner";"2021-04-08 14:25:00";10000;;10000;;;;;;;;;"1";;;;;;""
2021;2817;"33";"33225";"Landiras";"2021-04-08 14:51:00";3000;3000;;0;;;0;;;0;;;"Involontaire (travaux)";;;;;""
2021;6116;"11";"11012";"Argeliers";"2021-04-08 15:15:00";21800;10246;10464;0;;;;;;1090;;;;;;;;""
2021;6114;"11";"11012";"Argeliers";"2021-04-08 15:15:00";10016;4708;4808;0;;;;;;500;;;;;;;;""
2021;4067;"2B";"2B265";"Rutali";"2021-04-08 15:21:00";1500;705;720;0;;;;;;75;;;;;;;;""
2021;6117;"11";"11379";"Sigean";"2021-04-08 15:39:00";7000;3290;3360;0;;;;;;350;;;;;;;;""
2021;200;"37";"37225";"Saint-Martin-le-Beau";"2021-04-08 15:47:00";5000;0;;5000;;;5000;0;0;0;"Estimées";;"Involontaire (travaux)";;;;;""
2021;728;"82";"82108";"Meauzac";"2021-04-08 15:54:00";1000;0;;1000;;;1000;0;0;0;"Estimées";;;;;;;""
2021;1705;"41";"41059";"Le Controis-en-Sologne";"2021-04-08 16:02:00";2;0;;2;;;2;0;0;0;"Estimées";;"Involontaire (particulier)";;;;;""
2021;1391;"45";"45271";"Saint-Brisson-sur-Loire";"2021-04-08 16:46:00";10000;0;;10000;;;10000;0;0;0;"Estimées";;;;;;;""
2021;4010;"30";"30264";"Saint-Jean-de-Ceyrargues";"2021-04-08 17:15:00";6000;2820;2880;0;;;;;;300;;;;;;;;""
2021;6118;"11";"11012";"Argeliers";"2021-04-08 17:19:00";30080;14138;14438;0;;;;;;1504;;;;;;;;""
2021;4537;"34";"34180";"Nébian";"2021-04-08 17:25:00";6485;;6485;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2021;471;"15";"15139";"Narnhac";"2021-04-08 17:49:00";500;0;;500;;;500;0;0;0;"Estimées";;"Involontaire (travaux)";;;;;""
2021;4208;"48";"48166";"Cans et Cévennes";"2021-04-08 17:49:00";6200;6200;;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2021;2089;"12";"12184";"Pomayrols";"2021-04-08 18:00:00";30000;0;;30000;;;30000;0;0;0;"Estimées";;;;;;;"Données partielles ou non valides"
2021;584;"15";"15215";"Saint-Simon";"2021-04-08 19:02:00";100;0;;100;;;100;0;0;0;"Mesurées";;"Involontaire (travaux)";;;;;""
2021;984;"87";"87018";"Blond";"2021-04-08 19:24:00";1500;0;;1500;;;1500;0;0;0;"Mesurées";;;;;;;""
2021;195;"19";"19041";"Chanac-les-Mines";"2021-04-08 20:01:00";10000;10000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2021;420;"17";"17118";"Corignac";"2021-04-08 20:27:00";2500;2500;;0;;;0;0;0;0;"Mesurées";;;;;;;""
2021;358;"88";"88141";"Dombrot-sur-Vair";"2021-04-09 00:12:00";600;600;;0;;;0;0;0;0;"Estimées";;;;;;;""
2021;2900;"33";"33080";"Cadaujac";"2021-04-09 00:57:00";5000;5000;;0;;;0;;;0;;;;;;;;""
2021;2721;"40";"40134";"Labouheyre";"2021-04-09 04:38:00";4500;4500;;0;;;0;;;0;;;;;;;;""
2021;5319;"13";"13105";"Sénas";"2021-04-09 05:28:00";200;200;;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2021;1905;"38";"38468";"Salaise-sur-Sanne";"2021-04-09 08:36:00";1500;0;;1500;;;1500;0;0;0;"Estimées";;;;;;;""
2021;359;"88";"88073";"Brantigny";"2021-04-09 09:42:00";1;1;;0;;;0;0;0;0;"Estimées";;;;;;;""
2021;216;"21";"21360";"Lusigny-sur-Ouche";"2021-04-09 12:34:00";4000;4000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2021;4836;"83";"83140";"Tourves";"2021-04-09 13:02:00";1500;1500;;;;;;;;;;"5";"Involontaire (particulier)";;;;;""
2021;203;"19";"19164";"Peyrelevade";"2021-04-09 14:09:00";30000;30000;;0;;;0;0;0;0;"Estimées";;"Accidentelle";;;;;""
2021;248;"38";"38229";"Meylan";"2021-04-09 14:18:00";10000;10000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2021;1906;"38";"38535";"Vernas";"2021-04-09 14:58:00";30;0;;30;;;30;0;0;0;"Estimées";;;;;;;""
2021;4379;"84";"84088";"Pernes-les-Fontaines";"2021-04-09 15:35:00";100;100;;;;;;;;;;;;;;;;""
2021;4069;"2B";"2B195";"Ortiporio";"2021-04-09 15:48:00";50;24;24;0;;;;;;2;;;;;;;;""
