"Nombre d'incendies suivant les critères de sélection : 2682"
"Critères de sélection =>";"Date de première alerte, de : 2023-01-01 00:00:00";"Date de première alerte, jusqu'à : 2023-12-31 23:59:00";"France entière";"Type de feu : F"
Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Type de peuplement";Nature;"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Précision de la donnée"
2023;22473;"64";"64506";"Sarrance";"2023-03-23 20:16:27";10000;10000;;0;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2023;1315;"13";"13039";"Fos-sur-Mer";"2023-03-24 12:25:00";200;200;;;;;;;;;"Estimées";"1";"Involontaire (particulier)";"Non";;;;""
2023;13088;"74";"74010";"Annecy";"2023-03-24 14:32:00";100;100;;0;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";;;;""
2023;1202;"48";"48041";"Chastanier";"2023-03-24 15:06:00";10000;0;10000;0;0;0;;;;;"Estimées";"1";"Involontaire (travaux)";"Non";;;;""
2023;1169;"2B";"2B059";"Canavaggia";"2023-03-24 16:12:00";8600;0;8600;0;0;0;;;;;"Estimées";"1";;"Non";;;;""
2023;14101;"66";"66183";"Saint-Marsal";"2023-03-24 20:46:00";15000;15000;0;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2023;1174;"2B";"2B046";"Cagnano";"2023-03-25 08:22:00";5000;0;5000;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2023;21467;"83";"83068";"Grimaud";"2023-03-25 09:32:00";20;0;20;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";0;0;0;"Données partielles ou non valides"
2023;4190;"2A";"2A323";"Tavaco";"2023-03-25 14:44:00";600;0;600;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;4191;"2A";"2A271";"Sarrola-Carcopino";"2023-03-25 14:53:00";10;0;10;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;4189;"2A";"2A211";"Petreto-Bicchisano";"2023-03-25 15:14:00";32000;0;32000;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;1175;"2B";"2B230";"Piève";"2023-03-25 17:35:00";5000;0;5000;0;0;0;;;;;"Estimées";"1";"Involontaire (travaux)";"Non";;;;""
2023;4192;"2A";"2A133";"Guitera-les-Bains";"2023-03-25 17:51:00";10;0;10;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;22030;"24";"24354";"La Roche-Chalais";"2023-03-25 21:54:00";5000;5000;;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2023;4193;"2A";"2A211";"Petreto-Bicchisano";"2023-03-26 10:19:00";7271;0;7271;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;1316;"13";"13039";"Fos-sur-Mer";"2023-03-26 10:51:00";50;50;;;;;;;;;"Estimées";"1";"Involontaire (particulier)";"Non";;;;""
2023;1264;"2B";"2B079";"Castello-di-Rostino";"2023-03-26 11:03:00";15000;0;15000;0;0;0;;;;;"Estimées";"1";"Malveillance";"Non";;;;""
2023;1265;"2B";"2B039";"Bisinchi";"2023-03-26 11:41:00";6900;0;6900;0;0;0;;;;;"Estimées";"1";"Malveillance";"Non";;;;""
2023;21469;"83";"83018";"Besse-sur-Issole";"2023-03-26 12:04:00";200;0;200;0;0;0;;;;;"Estimées";;"Malveillance";"Non";0;0;0;"Données partielles ou non valides"
2023;1267;"2B";"2B172";"Murato";"2023-03-26 13:47:00";8000;0;8000;0;0;0;;;;;"Estimées";"1";"Malveillance";"Non";;;;""
2023;1086;"07";"07184";"Pranles";"2023-03-26 15:14:00";1500;1500;0;0;0;0;;;;;"Estimées";"3";"Involontaire (travaux)";"Non";;;;""
2023;8345;"84";"84129";"Sorgues";"2023-03-26 17:27:00";20;20;0;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;1268;"2B";"2B169";"Morosaglia";"2023-03-26 17:34:00";358700;219900;0;138700;0;100;;;;;"Estimées";"5";"Malveillance";"Non";;;;""
2023;1269;"2B";"2B097";"Costa";"2023-03-26 18:56:00";500;0;500;0;0;0;;;;;"Estimées";"1";;"Non";;;;""
2023;21470;"83";"83097";"Pourrières";"2023-03-26 18:57:00";20;0;20;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";0;0;0;"Données partielles ou non valides"
2023;14107;"66";"66048";"Cerbère";"2023-03-27 11:17:00";30;0;30;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2023;1061;"06";"06075";"Levens";"2023-03-27 15:55:00";200;0;200;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;4194;"2A";"2A130";"Grosseto-Prugna";"2023-03-27 16:45:00";10;0;10;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;1340;"2B";"2B172";"Murato";"2023-03-27 16:50:00";1000;0;1000;0;0;0;;;;;"Estimées";"1";;"Non";;;;""
2023;1317;"13";"13046";"Gréasque";"2023-03-27 18:46:00";100;100;;;;;;;;;"Estimées";"1";"Involontaire (particulier)";"Non";;;;""
2023;21474;"83";"83141";"Trans-en-Provence";"2023-03-27 20:08:00";15;0;15;0;0;0;;;;;"Estimées";;;"Non";0;0;0;"Données partielles ou non valides"
2023;21475;"83";"83068";"Grimaud";"2023-03-28 01:04:00";10000;10000;0;0;0;0;;;;;"Estimées";;;"Non";0;0;0;"Données partielles ou non valides"
2023;21476;"83";"83027";"La Cadière-d'Azur";"2023-03-28 12:41:00";500;0;500;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";0;0;0;"Données partielles ou non valides"
2023;1342;"2B";"2B213";"Pianello";"2023-03-28 13:06:00";63000;0;63000;0;0;0;;;;;"Estimées";"1";"Malveillance";"Non";;;;""
2023;1741;"04";"04227";"Vachères";"2023-03-28 13:25:00";6000;5300;0;0;0;700;;;;;"Mesurées";;"Involontaire (particulier)";"Non";;;;""
2023;1088;"07";"07269";"Saint-Martin-de-Valamas";"2023-03-28 14:38:00";5000;0;5000;0;0;0;;;;;"Estimées";"1";"Involontaire (travaux)";"Non";;;;""
2023;19829;"33";"33417";"Sainte-Hélène";"2023-03-28 15:26:01";25000;25000;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2023;1343;"2B";"2B152";"Luri";"2023-03-28 17:34:00";20;0;20;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;1742;"04";"04063";"Corbières-en-Provence";"2023-03-28 18:10:00";5400;0;5400;0;0;0;;;;;"Mesurées";;"Involontaire (particulier)";"Non";;;;""
2023;19830;"33";"33422";"Saint-Jean-d'Illac";"2023-03-29 02:38:08";1500;1500;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2023;14110;"66";"66214";"Tresserre";"2023-03-29 12:33:00";31140;31140;0;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;1318;"13";"13092";"Saint-Chamas";"2023-03-29 13:17:00";100;100;;;;;;;;;"Estimées";"1";"Involontaire (particulier)";"Non";;;;""
2023;1203;"48";"48198";"Villefort";"2023-03-29 14:20:00";110000;0;110000;0;0;0;;;;;"Estimées";"1";"Involontaire (travaux)";"Non";;;;""
2023;3737;"11";"11269";"Ouveillan";"2023-03-29 14:20:00";200;0;200;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;21477;"83";"83091";"Pierrefeu-du-Var";"2023-03-29 15:21:00";500;500;0;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";0;0;0;"Données partielles ou non valides"
2023;1507;"07";"07019";"Aubenas";"2023-03-29 17:13:00";500;500;0;0;0;0;;;;;"Estimées";"4";;"Non";;;;""
2023;1178;"06";"06023";"Breil-sur-Roya";"2023-03-29 18:09:00";200;0;200;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2023;13508;"72";"72191";"Mayet";"2023-03-29 18:36:00";10;10;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;1319;"13";"13062";"Mimet";"2023-03-29 22:13:00";20;20;;;;;;;;;"Estimées";"1";"Involontaire (particulier)";"Non";;;;""
2023;1345;"2B";"2B124";"Ghisoni";"2023-03-30 10:49:00";20;20;0;0;0;0;;;;;"Estimées";"4";"Malveillance";"Non";;;;""
2023;19831;"33";"33273";"Martignas-sur-Jalle";"2023-03-30 12:38:00";1000;1000;;0;0;0;;;;;"Estimées";;"Malveillance";"Non";0;0;0;""
2023;1320;"13";"13007";"Auriol";"2023-03-30 13:36:00";100;100;;;;;;;;;"Estimées";"1";"Involontaire (particulier)";"Non";;;;""
2023;1346;"2B";"2B302";"San-Giovanni-di-Moriani";"2023-03-30 15:03:00";10;0;10;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;1401;"34";"34142";"Lodève";"2023-03-30 15:31:00";2746;2746;0;0;0;0;;;;;"Mesurées";"2";"Malveillance";"Non";;;;""
2023;13509;"72";"72200";"Moncé-en-Belin";"2023-03-30 15:43:00";400;400;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;1177;"05";"05117";"Ribeyret";"2023-03-31 08:26:00";1000;1000;0;0;0;0;;;;;"Mesurées";"3";"Involontaire (particulier)";"Non";;;;""
2023;1226;"06";"06103";"Roquebillière";"2023-03-31 15:09:00";1000;0;1000;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2023;3738;"11";"11203";"Lézignan-Corbières";"2023-03-31 15:58:00";600;600;0;0;0;0;;;;;"Mesurées";;"Accidentelle";"Non";;;;""
2023;21479;"83";"83007";"Aups";"2023-03-31 16:46:00";55;0;55;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";0;0;0;"Données partielles ou non valides"
2023;1321;"13";"13098";"Saint-Mitre-les-Remparts";"2023-03-31 18:34:00";1000;1000;;;;;;;;;"Estimées";"1";"Malveillance";"Non";;;;""
2023;1370;"2B";"2B124";"Ghisoni";"2023-03-31 20:18:00";15000;15000;0;0;0;0;;;;;"Estimées";"5";;"Non";;;;""
2023;1230;"06";"06088";"Nice";"2023-04-01 03:11:00";46900;46400;0;460;0;40;;;;;"Mesurées";"4";"Involontaire (particulier)";"Non";;;;""
2023;1373;"2B";"2B252";"Pruno";"2023-04-01 07:37:00";10000;10000;0;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2023;1374;"2B";"2B302";"San-Giovanni-di-Moriani";"2023-04-01 07:59:00";798600;368000;0;430600;0;0;;;;;"Estimées";"3";"Malveillance";"Non";;;;""
2023;21480;"83";"83019";"Bormes-les-Mimosas";"2023-04-01 09:45:00";1;0;1;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";0;0;0;"Données partielles ou non valides"
2023;1376;"2B";"2B317";"Santa-Reparata-di-Moriani";"2023-04-01 10:37:00";160000;159740;0;260;0;0;;;;;"Estimées";"3";"Malveillance";"Non";;;;""
2023;1222;"06";"06020";"La Bollène-Vésubie";"2023-04-01 10:53:00";500;0;500;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2023;1223;"06";"06074";"Lantosque";"2023-04-01 11:02:00";200;0;200;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;6391;"30";"30345";"La Vernarède";"2023-04-01 13:45:00";2276;2276;0;0;0;0;;;;;"Mesurées";"4";"Involontaire (travaux)";"Non";;;;""
2023;7440;"11";"11426";"Villegly";"2023-04-01 14:30:00";200;200;0;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;1329;"06";"06116";"Saint-Auban";"2023-04-01 14:41:00";95200;41200;53400;0;0;600;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2023;3739;"11";"11144";"Fitou";"2023-04-01 15:01:00";400;0;400;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;1440;"06";"06116";"Saint-Auban";"2023-04-01 16:00:00";1500;0;1500;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;11499;"2A";"2A141";"Letia";"2023-04-01 16:08:00";25000;0;25000;0;0;0;;;;;"Mesurées";"1";;"Non";;;;""
2023;1337;"06";"06088";"Nice";"2023-04-01 16:27:00";91200;1000;90000;0;200;0;;;;;"Mesurées";;;"Non";;;;""
2023;1441;"06";"06116";"Saint-Auban";"2023-04-01 17:00:00";40;0;40;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;15860;"84";"84091";"Piolenc";"2023-04-01 17:45:00";1;1;0;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;2665;"26";"26360";"Valaurie";"2023-04-01 17:45:00";5000;5000;0;0;0;0;;;;;"Estimées";"2";"Naturelle";"Non";;;;""
2023;1224;"06";"06163";"Tende";"2023-04-01 18:32:00";24900;24900;0;0;0;0;;;;;"Mesurées";"5";;"Oui";0;1;1;""
2023;11498;"2A";"2A186";"Olivese";"2023-04-01 20:40:00";7300;0;7300;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;1422;"2B";"2B225";"Pietra-di-Verde";"2023-04-02 00:27:00";308100;305500;0;0;0;2600;;;;;"Estimées";"2";"Malveillance";"Non";;;;""
2023;14132;"66";"66060";"Corsavy";"2023-04-02 02:32:00";10000;10000;0;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2023;21481;"83";"83063";"La Garde-Freinet";"2023-04-02 10:55:00";1;0;1;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";0;0;0;"Données partielles ou non valides"
2023;21482;"83";"83050";"Draguignan";"2023-04-02 11:34:00";1;1;0;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";0;0;0;"Données partielles ou non valides"
2023;1322;"13";"13015";"Bouc-Bel-Air";"2023-04-02 16:15:00";10;10;;;;;;;;;"Estimées";"1";"Involontaire (particulier)";"Non";;;;""
2023;21484;"83";"83108";"La Roquebrussanne";"2023-04-02 16:22:00";10;0;10;0;0;0;;;;;"Estimées";;"Naturelle";"Non";0;0;0;"Données partielles ou non valides"
2023;1324;"13";"13002";"Allauch";"2023-04-02 17:01:00";60;60;;;;;;;;;"Estimées";"1";"Accidentelle";"Non";;;;""
2023;1323;"13";"13109";"Le Tholonet";"2023-04-02 17:25:00";400;400;;;;;;;;;"Estimées";"1";"Involontaire (particulier)";"Non";;;;""
2023;1423;"2B";"2B034";"Belgodère";"2023-04-03 10:32:00";300;0;300;0;0;0;;;;;"Estimées";"1";;"Non";;;;""
2023;1366;"06";"06079";"Mandelieu-la-Napoule";"2023-04-03 13:08:00";20;0;20;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;21486;"83";"83063";"La Garde-Freinet";"2023-04-03 14:27:00";100;0;100;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";0;0;0;"Données partielles ou non valides"
2023;1747;"04";"04076";"Entrevaux";"2023-04-03 15:19:00";21800;20700;0;1100;0;0;;;;;"Mesurées";;"Involontaire (travaux)";"Non";;;;""
2023;1424;"2B";"2B007";"Albertacce";"2023-04-03 16:50:00";660;0;660;0;0;0;;;;;"Estimées";"1";;"Non";;;;""
2023;21487;"83";"83081";"Montauroux";"2023-04-03 18:42:00";2;2;0;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";0;0;0;"Données partielles ou non valides"
2023;1592;"07";"07072";"Coux";"2023-04-04 14:44:00";5000;5000;0;0;0;0;;;;;"Estimées";"3";"Involontaire (particulier)";"Non";;;;""
2023;1628;"41";"41232";"Salbris";"2023-04-04 15:36:00";200;200;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;9543;"41";"41232";"Salbris";"2023-04-04 15:36:00";200;200;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;6607;"11";"11188";"La Palme";"2023-04-04 16:39:00";2500;0;2500;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;1333;"48";"48019";"Barre-des-Cévennes";"2023-04-04 19:07:00";10000;0;10000;0;0;0;;;;;"Estimées";"1";"Involontaire (travaux)";"Non";;;;""
2023;1577;"34";"34144";"Lunas";"2023-04-04 21:14:00";42884;42884;0;0;0;0;;;;;"Mesurées";"2";"Malveillance";"Non";;;;""
2023;1576;"34";"34144";"Lunas";"2023-04-04 22:27:00";3751;3751;0;0;0;0;;;;;"Mesurées";"4";"Malveillance";"Non";;;;""
2023;1574;"34";"34312";"La Tour-sur-Orb";"2023-04-05 00:58:00";2595;2595;0;0;0;0;;;;;"Mesurées";"2";"Malveillance";"Non";;;;""
2023;21908;"34";"34312";"La Tour-sur-Orb";"2023-04-05 09:37:00";50;50;0;0;0;0;;;;;"Estimées";"4";"Involontaire (travaux)";"Non";;;;""
2023;15872;"84";"84028";"Cairanne";"2023-04-05 14:32:00";3075;3075;0;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;19839;"33";"33540";"Vendays-Montalivet";"2023-04-05 15:59:38";3000;3000;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2023;21488;"83";"83012";"Barjols";"2023-04-05 16:00:00";100;0;100;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";0;0;0;"Données partielles ou non valides"
2023;1454;"66";"66212";"Torreilles";"2023-04-05 17:07:00";160600;72000;0;83800;0;4800;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2023;1568;"34";"34261";"Saint-Guilhem-le-Désert";"2023-04-05 17:09:00";267800;267800;0;0;0;0;;;;;"Mesurées";"4";"Malveillance";"Non";;;;""
2023;1565;"34";"34142";"Lodève";"2023-04-05 17:57:00";384;0;384;0;0;0;;;;;"Mesurées";"2";"Malveillance";"Non";;;;""
2023;21910;"34";"34172";"Montpellier";"2023-04-05 18:24:00";2;0;2;0;0;0;;;;;"Estimées";"1";"Malveillance";"Non";;;;""
2023;1593;"07";"07286";"Saint-Pierreville";"2023-04-05 18:24:00";10000;10000;0;0;0;0;;;;;"Estimées";"5";"Involontaire (travaux)";"Non";;;;""
2023;1426;"2B";"2B314";"Santo-Pietro-di-Tenda";"2023-04-05 18:27:00";1000;0;1000;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;3740;"11";"11286";"Peyriac-Minervois";"2023-04-05 18:49:00";5000;0;5000;0;0;0;;;;;"Mesurées";;"Involontaire (travaux)";"Non";;;;""
2023;1427;"2B";"2B046";"Cagnano";"2023-04-05 20:21:00";1000;1000;0;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;1594;"07";"07011";"Vallées-d'Antraigues-Asperjoc";"2023-04-05 20:42:00";5000;0;5000;0;0;0;;;;;"Estimées";"1";;"Non";;;;""
2023;21489;"83";"83035";"Le Castellet";"2023-04-05 23:52:00";2;0;2;0;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;"Données partielles ou non valides"
2023;21490;"83";"83089";"Ollières";"2023-04-06 10:29:00";200;200;0;0;0;0;;;;;"Estimées";;;"Non";0;0;0;"Données partielles ou non valides"
2023;1359;"46";"46297";"Salviac";"2023-04-06 12:17:00";200;200;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;19841;"33";"33526";"Tayac";"2023-04-06 14:06:04";800;800;;0;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2023;1611;"13";"13065";"Mouriès";"2023-04-06 14:37:00";4300;4300;0;0;0;0;;;;;"Mesurées";"1";;"Non";;;;""
2023;1336;"05";"05087";"Montmaur";"2023-04-06 15:41:00";600;170;0;0;0;430;;;;;"Mesurées";"5";"Involontaire (particulier)";"Non";;;;""
2023;1549;"34";"34214";"Pouzolles";"2023-04-06 16:21:00";15374;0;15374;0;0;0;;;;;"Mesurées";"1";"Involontaire (travaux)";"Non";;;;""
2023;1547;"34";"34074";"Cessenon-sur-Orb";"2023-04-06 16:40:00";21209;0;21209;0;0;0;;;;;"Mesurées";"1";"Involontaire (travaux)";"Non";;;;""
2023;21491;"83";"83089";"Ollières";"2023-04-06 17:09:00";200;200;0;0;0;0;;;;;"Estimées";;;"Non";0;0;0;"Données partielles ou non valides"
2023;1545;"34";"34194";"Paulhan";"2023-04-06 17:28:00";5597;0;5597;0;0;0;;;;;"Mesurées";"1";"Involontaire (travaux)";"Non";;;;""
2023;1431;"2B";"2B243";"Polveroso";"2023-04-06 18:15:00";50;0;50;0;0;0;;;;;"Estimées";"1";;"Non";;;;""
2023;1597;"07";"07104";"Issamoulenc";"2023-04-06 18:54:00";4100;1100;3000;0;0;0;;;;;"Estimées";"1";"Malveillance";"Non";;;;""
2023;1540;"34";"34142";"Lodève";"2023-04-06 19:39:00";394;394;0;0;0;0;;;;;"Mesurées";"2";"Malveillance";"Non";;;;""
2023;21492;"83";"83043";"Collobrières";"2023-04-07 09:50:00";2;0;2;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";0;0;0;"Données partielles ou non valides"
2023;21494;"83";"83097";"Pourrières";"2023-04-07 13:12:00";200;0;200;0;0;0;;;;;"Estimées";;"Malveillance";"Non";0;0;0;"Données partielles ou non valides"
2023;1598;"07";"07104";"Issamoulenc";"2023-04-07 13:52:00";9500;0;9500;0;0;0;;;;;"Estimées";"1";"Malveillance";"Non";;;;""
2023;1764;"04";"04049";"Château-Arnoux-Saint-Auban";"2023-04-07 15:48:00";9200;9200;0;0;0;0;;;;;"Mesurées";;"Involontaire (travaux)";"Non";;;;""
2023;1351;"12";"12080";"Coupiac";"2023-04-07 16:15:00";50000;50000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;17695;"12";"12183";"Plaisance";"2023-04-07 16:18:00";50000;50000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;6419;"30";"30299";"Saint-Siffret";"2023-04-07 17:10:00";1000;1000;0;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;1525;"34";"34208";"Popian";"2023-04-07 17:50:00";27041;0;27041;0;0;0;;;;;"Mesurées";"1";"Involontaire (travaux)";"Non";;;;""
2023;22037;"24";"24094";"Chalagnac";"2023-04-07 18:06:00";500;500;;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";0;0;0;""
2023;1765;"04";"04181";"Saint-Jeannet";"2023-04-07 18:42:00";700;700;0;0;0;0;;;;;"Mesurées";;"Involontaire (particulier)";"Non";;;;""
2023;2129;"30";"30201";"Ponteils-et-Brésis";"2023-04-07 21:35:00";1500;1500;0;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;1612;"13";"13062";"Mimet";"2023-04-08 10:58:00";20;20;0;0;0;0;;;;;"Estimées";"1";"Involontaire (particulier)";"Non";;;;""
2023;19843;"33";"33320";"Petit-Palais-et-Cornemps";"2023-04-08 11:17:25";200;200;;0;0;0;;;;;"Estimées";;"Malveillance";"Non";0;0;0;""
2023;6619;"11";"11104";"Counozouls";"2023-04-08 11:45:00";13550;0;13550;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;2118;"30";"30198";"Les Plantiers";"2023-04-08 13:04:00";11268;11268;0;0;0;0;;;;;"Mesurées";"2";;;;;;""
2023;2725;"26";"26274";"Rochefourchat";"2023-04-08 14:52:00";500;500;0;0;0;0;;;;;"Estimées";"2";;"Non";;;;""
2023;11500;"2A";"2A284";"Sollacaro";"2023-04-08 14:54:00";28000;500;27500;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;21498;"83";"83056";"Figanières";"2023-04-08 15:11:00";200;200;0;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";0;0;0;"Données partielles ou non valides"
2023;3741;"11";"11145";"Fleury";"2023-04-08 15:12:00";300;0;300;0;0;0;;;;;"Mesurées";;"Accidentelle";"Non";;;;""
2023;1442;"48";"48138";"Saint-Bonnet-de-Chirac";"2023-04-08 15:20:00";4000;0;4000;0;0;0;;;;;"Estimées";"3";"Involontaire (travaux)";"Non";;;;""
2023;15890;"84";"84101";"La Roque-sur-Pernes";"2023-04-08 16:17:00";15;15;0;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;17241;"40";"40257";"Sainte-Eulalie-en-Born";"2023-04-08 16:46:00";2010;2000;;10;0;0;;;;;"Estimées";;"Accidentelle";"Non";0;0;0;""
2023;1347;"05";"05061";"Gap";"2023-04-08 16:47:00";150;150;0;0;0;0;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2023;13089;"74";"74208";"Passy";"2023-04-08 16:50:00";20;20;;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2023;17240;"40";"40234";"Pouydesseaux";"2023-04-08 17:06:00";1500;1500;;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";0;0;0;""
2023;1363;"46";"46087";"Dégagnac";"2023-04-08 17:26:00";10000;10000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;21500;"83";"83140";"Tourves";"2023-04-08 17:51:00";15000;15000;0;0;0;0;;;;;"Estimées";;;"Non";0;0;0;"Données partielles ou non valides"
2023;3742;"11";"11010";"Antugnac";"2023-04-08 17:59:00";3000;0;3000;0;0;0;;;;;"Mesurées";;"Involontaire (travaux)";"Non";;;;""
2023;1349;"76";"76575";"Saint-Étienne-du-Rouvray";"2023-04-08 19:30:00";1000;1000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;2666;"26";"26093";"Clansayes";"2023-04-08 21:11:00";3000;3000;0;0;0;0;;;;;"Estimées";"3";;"Non";;;;""
2023;17005;"16";"16223";"Montbron";"2023-04-08 23:26:41";2000;2000;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2023;17006;"16";"16213";"Mazerolles";"2023-04-09 00:00:51";100;100;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2023;1613;"13";"13060";"Meyreuil";"2023-04-09 02:48:00";100;100;0;0;0;0;;;;;"Estimées";"1";"Involontaire (particulier)";"Non";;;;""
2023;1614;"13";"13037";"La Fare-les-Oliviers";"2023-04-09 07:11:00";20;20;0;0;0;0;;;;;"Estimées";"1";"Involontaire (particulier)";"Non";;;;""
2023;15892;"84";"84101";"La Roque-sur-Pernes";"2023-04-09 08:12:00";1;1;0;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;1443;"48";"48148";"Saint-Étienne-Vallée-Française";"2023-04-09 09:09:00";1000;0;1000;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;17008;"16";"16374";"Soyaux";"2023-04-09 13:34:43";300;300;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2023;2107;"30";"30080";"Chamborigaud";"2023-04-09 15:40:00";924;924;0;0;0;0;;;;;"Mesurées";"3";"Involontaire (travaux)";"Non";;;;""
2023;16244;"14";"14025";"Aubigny";"2023-04-09 15:50:00";15;15;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;1444;"48";"48041";"Chastanier";"2023-04-09 16:44:00";200;0;200;0;0;0;;;;;"Estimées";"1";"Involontaire (travaux)";"Non";;;;""
2023;18701;"47";"47210";"Port-Sainte-Marie";"2023-04-09 16:57:12";10000;10000;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2023;21501;"83";"83150";"Vinon-sur-Verdon";"2023-04-09 16:59:00";100000;100000;0;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";0;0;0;"Données partielles ou non valides"
2023;1615;"13";"13039";"Fos-sur-Mer";"2023-04-09 17:16:00";200;200;0;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2023;2134;"30";"30331";"Tresques";"2023-04-09 17:45:00";200;200;0;0;0;0;;;;;"Estimées";;;"Non";;;;""
