"Nombre d'incendies suivant les critères de sélection : 2682"
"Critères de sélection =>";"Date de première alerte, de : 2023-01-01 00:00:00";"Date de première alerte, jusqu'à : 2023-12-31 23:59:00";"France entière";"Type de feu : F"
Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Type de peuplement";Nature;"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Précision de la donnée"
2023;6616;"11";"11353";"Saint-Marcel-sur-Aude";"2023-07-21 16:31:00";85900;0;80900;0;5000;0;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2023;17104;"16";"16329";"Saint-Laurent-de-Céris";"2023-07-21 16:58:34";15300;300;;0;15000;0;;;;;"Estimées";;;"Non";0;0;0;""
2023;6098;"34";"34183";"Nissan-lez-Enserune";"2023-07-21 17:29:00";335000;335000;0;0;0;0;;;;;"Mesurées";"4";"Involontaire (particulier)";"Non";;;;""
2023;6614;"11";"11258";"Moussan";"2023-07-21 17:35:00";509;509;0;0;0;0;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2023;21679;"83";"83069";"Hyères";"2023-07-21 17:57:00";1;0;1;0;0;0;;;;;"Estimées";;;"Non";0;0;0;"Données partielles ou non valides"
2023;5523;"2B";"2B185";"Oletta";"2023-07-21 19:37:00";1000;0;1000;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2023;6763;"13";"13056";"Martigues";"2023-07-21 21:27:00";20;20;0;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2023;5737;"2B";"2B314";"Santo-Pietro-di-Tenda";"2023-07-22 06:07:00";490;0;490;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;13657;"72";"72154";"La Flèche";"2023-07-22 12:17:00";1000;1000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;5740;"2B";"2B143";"Linguizzetta";"2023-07-22 14:28:00";150;0;150;0;0;0;;;;;"Estimées";"1";"Malveillance";"Non";;;;""
2023;21680;"83";"83126";"La Seyne-sur-Mer";"2023-07-22 14:58:00";50;0;50;0;0;0;;;;;"Estimées";;;"Non";0;0;0;"Données partielles ou non valides"
2023;6765;"13";"13100";"Saint-Rémy-de-Provence";"2023-07-22 15:32:00";1000;1000;0;0;0;0;;;;;"Mesurées";"1";"Involontaire (travaux)";"Non";;;;""
2023;7996;"85";"85114";"Jard-sur-Mer";"2023-07-22 15:53:00";20;20;;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;5753;"13";"13055";"Marseille";"2023-07-22 16:17:00";1000;0;1000;0;0;0;;;;;"Estimées";"1";"Involontaire (particulier)";"Non";;;;""
2023;16157;"84";"84032";"Caseneuve";"2023-07-22 16:36:00";170;170;0;0;0;0;;;;;"Mesurées";"4";;"Non";;;;""
2023;8075;"26";"26198";"Montélimar";"2023-07-22 16:36:00";1000;1000;0;0;0;0;;;;;"Estimées";"3";;"Non";;;;""
2023;21681;"83";"83053";"Évenos";"2023-07-22 17:32:00";20;0;20;0;0;0;;;;;"Estimées";;;"Non";0;0;0;"Données partielles ou non valides"
2023;6764;"13";"13106";"Septèmes-les-Vallons";"2023-07-22 19:30:00";2;2;0;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2023;6129;"05";"05176";"Valserres";"2023-07-22 21:01:00";2;2;0;0;0;0;;;;;"Mesurées";;"Involontaire (particulier)";"Non";;;;""
2023;13664;"72";"72154";"La Flèche";"2023-07-22 21:08:00";20;20;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;17107;"16";"16200";"Maine-de-Boixe";"2023-07-22 23:30:13";5000;5000;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2023;17109;"16";"16029";"Bardenac";"2023-07-23 01:04:43";1000;1000;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2023;6163;"22";"22077";"Hénansal";"2023-07-23 01:55:00";100;100;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;8000;"85";"85226";"Saint-Hilaire-de-Riez";"2023-07-23 04:18:00";200;200;;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;5797;"41";"41137";"Mesland";"2023-07-23 06:10:00";50;50;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;6008;"48";"48176";"Saint-Pierre-des-Tripiers";"2023-07-23 09:55:00";300;300;0;0;0;0;;;;;"Estimées";"6";"Involontaire (particulier)";"Non";;;;""
2023;13116;"74";"74185";"Monnetier-Mornex";"2023-07-23 10:01:00";10;10;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;5409;"41";"41180";"Pontlevoy";"2023-07-23 11:08:00";2;2;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;20502;"30";"30180";"Montignargues";"2023-07-23 11:28:00";759;0;759;0;0;0;;;;;"Mesurées";"1";;"Non";;;;""
2023;6161;"22";"22266";"Rostrenen";"2023-07-23 11:30:00";50;50;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;6696;"90";"90085";"Riervescemont";"2023-07-23 12:00:00";15;15;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;20746;"30";"30180";"Montignargues";"2023-07-23 13:00:00";7893;0;7893;0;0;0;;;;;"Mesurées";"1";;"Non";;;;""
2023;8001;"85";"85294";"La Tranche-sur-Mer";"2023-07-23 14:03:00";300;300;;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;7819;"74";"74014";"Arâches-la-Frasse";"2023-07-23 14:10:00";3500;3500;;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2023;17703;"12";"12145";"Millau";"2023-07-23 14:28:00";21500;21500;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;18777;"47";"47106";"Fumel";"2023-07-23 15:09:20";60000;60000;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2023;6009;"48";"48036";"Cassagnas";"2023-07-23 15:58:00";50;0;50;0;0;0;;;;;"Estimées";"1";"Accidentelle";"Non";;;;""
2023;6990;"49";"49018";"Baugé-en-Anjou";"2023-07-23 16:39:00";1500;1500;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;6766;"13";"13047";"Istres";"2023-07-23 17:28:00";5;5;0;0;0;0;;;;;"Estimées";"1";;"Non";;;;""
2023;6074;"34";"34166";"Montblanc";"2023-07-23 19:44:00";870;0;870;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2023;11148;"74";"74244";"Saint-Laurent";"2023-07-23 20:42:00";700;700;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;5748;"2B";"2B138";"Lavatoggio";"2023-07-24 00:54:00";400;0;400;0;0;0;;;;;"Estimées";"1";"Malveillance";"Non";;;;""
2023;6741;"07";"07291";"Saint-Remèze";"2023-07-24 02:23:00";200;200;0;0;0;0;;;;;"Estimées";"3";;"Non";;;;""
2023;7006;"06";"06047";"Conségudes";"2023-07-24 05:02:00";300;0;300;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2023;5704;"06";"06019";"Blausasc";"2023-07-24 05:28:00";20;0;20;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2023;7045;"06";"06132";"Saorge";"2023-07-24 07:37:00";100;0;100;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2023;7007;"06";"06057";"L'Escarène";"2023-07-24 11:27:00";100;0;100;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2023;6855;"34";"34179";"Murviel-lès-Montpellier";"2023-07-24 12:21:00";10;10;0;0;0;0;;;;;"Mesurées";"4";"Accidentelle";"Non";;;;""
2023;7009;"06";"06162";"La Brigue";"2023-07-24 13:29:00";100;0;100;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2023;5756;"41";"41151";"Montrichard Val de Cher";"2023-07-24 13:36:00";25;25;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;7008;"06";"06081";"Le Mas";"2023-07-24 16:34:00";15;0;15;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2023;6854;"34";"34123";"Juvignac";"2023-07-24 16:55:00";469;469;0;0;0;0;;;;;"Mesurées";"3";;"Non";;;;""
2023;17280;"40";"40182";"Mézos";"2023-07-24 17:24:00";4000;4000;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2023;6767;"13";"13056";"Martigues";"2023-07-24 19:05:00";300;300;0;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2023;16162;"84";"84093";"Puget";"2023-07-25 06:16:00";170;170;0;0;0;0;;;;;"Mesurées";"4";"Malveillance";"Non";;;;""
2023;7097;"13";"13055";"Marseille";"2023-07-25 07:05:00";100;0;100;0;0;0;;;;;"Estimées";"2";;"Non";;;;""
2023;21682;"83";"83069";"Hyères";"2023-07-25 08:09:00";70;70;0;0;0;0;;;;;"Estimées";;;"Non";0;0;0;"Données partielles ou non valides"
2023;7010;"06";"06001";"Aiglun";"2023-07-25 09:53:00";1000;0;1000;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2023;21683;"83";"83004";"Les Arcs";"2023-07-25 11:16:00";31;0;31;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;"Données partielles ou non valides"
2023;7011;"06";"06023";"Breil-sur-Roya";"2023-07-25 12:04:00";2000;0;2000;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2023;7090;"06";"06009";"Bairols";"2023-07-25 12:29:00";751200;709700;40700;800;0;0;;;;;"Mesurées";;"Naturelle";"Non";;;;""
2023;21684;"83";"83004";"Les Arcs";"2023-07-25 12:58:00";5;5;0;0;0;0;;;;;"Estimées";;;"Non";0;0;0;"Données partielles ou non valides"
2023;21685;"83";"83004";"Les Arcs";"2023-07-25 13:00:00";1426;1426;0;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;"Données partielles ou non valides"
2023;21686;"83";"83050";"Draguignan";"2023-07-25 13:58:00";977;0;977;0;0;0;;;;;"Estimées";;;"Non";;;;"Données partielles ou non valides"
2023;21687;"83";"83081";"Montauroux";"2023-07-25 15:06:00";5;5;0;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";0;0;0;"Données partielles ou non valides"
2023;7012;"06";"06027";"Cagnes-sur-Mer";"2023-07-25 15:19:00";62900;20500;0;42400;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;14480;"66";"66008";"Argelès-sur-Mer";"2023-07-25 15:22:00";6700;6700;0;0;0;0;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2023;6774;"13";"13090";"Saint-Antonin-sur-Bayon";"2023-07-25 15:44:00";20;20;0;0;0;0;;;;;"Estimées";"1";"Involontaire (particulier)";"Non";;;;""
2023;6180;"04";"04075";"Entrepierres";"2023-07-25 15:58:00";909;309;0;0;600;0;;;;;"Estimées";;;"Non";;;;""
2023;21688;"83";"83107";"Roquebrune-sur-Argens";"2023-07-25 16:04:00";74;0;74;0;0;0;;;;;"Estimées";"1";;"Non";;;;"Données partielles ou non valides"
2023;6620;"11";"11198";"Laure-Minervois";"2023-07-25 16:59:00";150;150;0;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;6769;"13";"13112";"Velaux";"2023-07-25 17:30:00";15500;15500;0;0;0;0;;;;;"Mesurées";"1";"Accidentelle";"Oui";0;1;0;""
2023;20887;"30";"30240";"Saint-Césaire-de-Gauzignan";"2023-07-25 18:00:00";3147;0;3147;0;0;0;;;;;"Mesurées";"1";;"Non";;;;""
2023;6772;"13";"13059";"Meyrargues";"2023-07-25 18:40:00";30;30;0;0;0;0;;;;;"Mesurées";"1";;"Non";;;;""
2023;20888;"30";"30129";"Générargues";"2023-07-25 18:40:00";137;137;0;0;0;0;;;;;"Mesurées";"3";"Accidentelle";"Non";;;;""
2023;6768;"13";"13112";"Velaux";"2023-07-25 18:50:00";2;2;0;0;0;0;;;;;"Estimées";"1";"Malveillance";"Non";;;;""
2023;21689;"83";"83071";"La Londe-les-Maures";"2023-07-25 19:05:00";7607;0;7607;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;"Données partielles ou non valides"
2023;21690;"83";"83086";"Le Muy";"2023-07-25 19:14:00";3;0;3;0;0;0;;;;;"Estimées";;;"Non";0;0;0;"Données partielles ou non valides"
2023;7038;"06";"06159";"Villefranche-sur-Mer";"2023-07-25 19:25:00";100;0;100;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2023;6063;"2B";"2B120";"Furiani";"2023-07-25 19:49:00";18000;0;18000;0;0;0;;;;;"Estimées";"1";"Involontaire (particulier)";"Non";;;;""
2023;6064;"2B";"2B231";"Pigna";"2023-07-25 22:15:00";1623100;565200;0;1023500;0;34400;;;;;"Mesurées";"2";"Malveillance";"Non";;;;""
2023;20889;"30";"30120";"Gagnières";"2023-07-25 22:29:00";94;94;0;0;0;0;;;;;"Mesurées";"2";;"Non";;;;""
2023;6771;"13";"13043";"Gignac-la-Nerthe";"2023-07-25 22:30:00";200;200;0;0;0;0;;;;;"Mesurées";"1";;"Non";;;;""
2023;6838;"34";"34312";"La Tour-sur-Orb";"2023-07-25 22:56:00";523;0;523;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2023;5963;"2A";"2A362";"Zonza";"2023-07-26 00:12:00";276;0;276;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2023;6065;"2B";"2B261";"Rogliano";"2023-07-26 01:10:00";5;0;5;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;7034;"06";"06147";"Tourrette-Levens";"2023-07-26 02:11:00";70200;8700;60000;1500;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;7132;"2A";"2A092";"Conca";"2023-07-26 03:59:00";12000;2000;10000;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2023;7133;"2A";"2A092";"Conca";"2023-07-26 04:10:00";12000;2000;10000;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2023;6066;"2B";"2B185";"Oletta";"2023-07-26 11:45:00";1000;0;1000;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2023;6998;"49";"49114";"Courléon";"2023-07-26 11:52:00";500;500;;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2023;6622;"13";"13055";"Marseille";"2023-07-26 16:30:00";200400;100400;30000;70000;0;0;;;;;"Mesurées";"1";;"Non";;;;""
2023;6776;"13";"13071";"Les Pennes-Mirabeau";"2023-07-26 16:30:00";3000;3000;0;0;0;0;;;;;"Mesurées";"1";;"Non";;;;""
2023;6190;"44";"44117";"Le Pallet";"2023-07-26 16:41:00";5000;5000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;6743;"2A";"2A215";"Pianottoli-Caldarello";"2023-07-26 16:57:00";40000;0;10000;10000;20000;0;;;;;"Mesurées";"1";"Involontaire (particulier)";"Non";;;;""
2023;17618;"86";"86187";"Paizay-le-Sec";"2023-07-26 17:25:00";8;8;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;19969;"33";"33393";"Saint-Denis-de-Pile";"2023-07-26 17:40:46";20;10;;10;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2023;6742;"07";"07201";"Ruoms";"2023-07-26 18:18:00";500;500;0;0;0;0;;;;;"Estimées";"3";;"Non";;;;""
2023;6775;"13";"13041";"Gardanne";"2023-07-26 19:00:00";10;10;0;0;0;0;;;;;"Estimées";"1";"Accidentelle";"Non";;;;""
2023;21693;"83";"83069";"Hyères";"2023-07-26 21:19:00";50;50;0;0;0;0;;;;;"Estimées";;;"Non";0;0;0;"Données partielles ou non valides"
2023;6777;"13";"13110";"Trets";"2023-07-26 22:56:00";1200;1200;0;0;0;0;;;;;"Mesurées";"1";;"Non";;;;""
2023;21694;"83";"83038";"Châteaudouble";"2023-07-26 23:00:00";11;11;0;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;"Données partielles ou non valides"
2023;6067;"2B";"2B350";"Vignale";"2023-07-26 23:50:00";600;600;0;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;6835;"34";"34163";"Montarnaud";"2023-07-27 05:43:00";9321;0;9321;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2023;7021;"06";"06053";"Daluis";"2023-07-27 09:38:00";200;0;200;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;7019;"06";"06120";"Saint-Étienne-de-Tinée";"2023-07-27 11:44:00";5;0;5;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2023;6778;"13";"13051";"Lançon-Provence";"2023-07-27 13:15:00";338500;338500;0;0;0;0;;;;;"Mesurées";"1";"Accidentelle";"Non";;;;""
2023;21695;"83";"83023";"Brignoles";"2023-07-27 13:16:00";2;2;0;0;0;0;;;;;"Estimées";;;"Non";;;;"Données partielles ou non valides"
2023;21696;"83";"83001";"Les Adrets-de-l'Estérel";"2023-07-27 13:21:00";65;65;0;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;"Données partielles ou non valides"
2023;6831;"34";"34013";"Aspiran";"2023-07-27 13:39:00";55997;0;55997;0;0;0;;;;;"Mesurées";"1";"Involontaire (travaux)";"Non";;;;""
2023;7020;"06";"06055";"Duranus";"2023-07-27 15:12:00";100;0;100;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2023;8084;"26";"26236";"Pierrelongue";"2023-07-27 16:29:00";13600;13600;0;0;0;0;;;;;"Estimées";"4";"Malveillance";"Non";;;;""
2023;14485;"66";"66127";"Opoul-Périllos";"2023-07-27 21:51:00";1000;0;1000;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2023;14487;"66";"66223";"Villefranche-de-Conflent";"2023-07-28 11:44:00";5;5;0;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2023;6138;"2A";"2A322";"Tasso";"2023-07-28 13:46:00";150;0;150;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;17704;"12";"12145";"Millau";"2023-07-28 16:10:00";10000;10000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;6744;"07";"07332";"Valvignères";"2023-07-28 16:23:00";40000;40000;0;0;0;0;;;;;"Estimées";"3";;"Non";;;;""
2023;19973;"33";"33130";"Coimères";"2023-07-29 00:16:00";1500;1500;;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2023;15841;"17";"17378";"Saint-Palais-de-Négrignac";"2023-07-29 01:00:00";624;624;;0;0;0;;;;;"Mesurées";;;"Non";0;0;0;""
2023;15842;"17";"17378";"Saint-Palais-de-Négrignac";"2023-07-29 01:00:00";283;283;;0;0;0;;;;;"Mesurées";;;"Non";0;0;0;""
2023;15845;"17";"17104";"Chevanceaux";"2023-07-29 01:00:00";784;784;;0;0;0;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2023;15843;"17";"17104";"Chevanceaux";"2023-07-29 01:00:00";532;532;;0;0;0;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2023;15844;"17";"17104";"Chevanceaux";"2023-07-29 01:00:00";7090;7090;;0;0;0;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2023;17113;"16";"16161";"Guizengeard";"2023-07-29 01:41:11";4000;4000;;0;0;0;;;;;"Estimées";;"Malveillance";"Non";0;0;0;""
2023;17283;"40";"40327";"Vielle-Soubiran";"2023-07-29 02:52:00";6000;6000;;0;0;0;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2023;17114;"16";"16424";"Yviers";"2023-07-29 02:58:44";15000;15000;;0;0;0;;;;;"Estimées";;"Malveillance";"Non";0;0;0;""
2023;7871;"11";"11322";"Roquefort-des-Corbières";"2023-07-29 08:04:00";20;20;0;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;21697;"83";"83003";"Ampus";"2023-07-29 11:00:00";24;24;0;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;"Données partielles ou non valides"
2023;6720;"2B";"2B057";"Canale-di-Verde";"2023-07-29 13:48:00";125000;19000;10000;6000;90000;0;;;;;"Estimées";"3";"Accidentelle";"Non";;;;""
2023;8803;"13";"13055";"Marseille";"2023-07-29 13:55:00";10;0;10;0;0;0;;;;;"Estimées";"3";;"Non";;;;""
2023;6723;"2B";"2B143";"Linguizzetta";"2023-07-29 14:34:00";600;0;600;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;9291;"88";"88224";"Hadigny-les-Verrières";"2023-07-29 15:09:00";5;5;;0;0;0;;;;;"Estimées";;;;;;;""
2023;6136;"05";"05133";"Saint-Chaffrey";"2023-07-29 16:30:00";5;5;0;0;0;0;;;;;"Mesurées";;"Involontaire (particulier)";"Non";;;;""
2023;7443;"11";"11185";"Lagrasse";"2023-07-29 17:16:00";3500;3500;0;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;6818;"34";"34174";"Moulès-et-Baucels";"2023-07-29 18:28:00";9828;0;9828;0;0;0;;;;;"Mesurées";"1";"Naturelle";"Non";;;;""
2023;21698;"83";"83137";"Toulon";"2023-07-30 00:03:00";5;0;5;0;0;0;;;;;"Estimées";;;"Non";0;0;0;"Données partielles ou non valides"
2023;6779;"13";"13106";"Septèmes-les-Vallons";"2023-07-30 00:16:00";15;15;0;0;0;0;;;;;"Estimées";"1";;"Non";;;;""
2023;21699;"83";"83149";"Villecroze";"2023-07-30 11:38:00";392;392;0;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;"Données partielles ou non valides"
2023;6784;"13";"13071";"Les Pennes-Mirabeau";"2023-07-30 12:51:00";18000;18000;0;0;0;0;;;;;"Mesurées";"1";"Involontaire (particulier)";"Non";;;;""
2023;21700;"83";"83129";"Six-Fours-les-Plages";"2023-07-30 14:27:00";5213;5213;0;0;0;0;;;;;"Estimées";"4";"Involontaire (particulier)";"Non";;;;"Données partielles ou non valides"
2023;6072;"48";"48174";"Saint-Paul-le-Froid";"2023-07-30 14:28:00";4000;0;4000;0;0;0;;;;;"Estimées";"1";;"Non";;;;""
2023;6785;"13";"13047";"Istres";"2023-07-30 16:12:00";200;200;0;0;0;0;;;;;"Estimées";"1";;"Non";;;;""
2023;6139;"2A";"2A211";"Petreto-Bicchisano";"2023-07-30 17:33:00";10;0;10;0;0;0;;;;;"Estimées";"1";;"Non";;;;""
2023;17285;"40";"40021";"Azur";"2023-07-30 18:03:00";25;25;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2023;7003;"49";"49333";"Seiches-sur-le-Loir";"2023-07-30 18:24:00";20;20;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;15846;"17";"17110";"Clérac";"2023-07-30 19:29:00";230;230;;0;0;0;;;;;"Mesurées";;;"Non";0;0;0;""
2023;17286;"40";"40142";"Laluque";"2023-07-30 20:35:00";15;15;;0;0;0;;;;;"Estimées";;"Malveillance";"Non";0;0;0;""
2023;22987;"77";"77186";"Fontainebleau";"2023-07-30 22:06:05";10;10;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;6141;"2A";"2A359";"Zicavo";"2023-07-30 22:32:00";6567;0;6567;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2023;6728;"2B";"2B148";"Lucciana";"2023-07-30 23:00:00";20;0;20;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;6786;"13";"13047";"Istres";"2023-07-30 23:10:00";500;500;0;0;0;0;;;;;"Estimées";"1";;"Non";;;;""
2023;6730;"2B";"2B034";"Belgodère";"2023-07-31 00:29:00";1000;0;1000;0;0;0;;;;;"Estimées";"1";;"Non";;;;""
2023;21702;"83";"83107";"Roquebrune-sur-Argens";"2023-07-31 00:56:00";8229;0;1000;1229;6000;0;;;;;"Estimées";;"Accidentelle";"Non";;;;"Données partielles ou non valides"
2023;6142;"2A";"2A258";"Renno";"2023-07-31 01:03:00";70;0;70;0;0;0;;;;;"Mesurées";"1";;"Non";;;;""
2023;7098;"13";"13055";"Marseille";"2023-07-31 04:27:00";100;0;100;0;0;0;;;;;"Estimées";"5";"Malveillance";"Non";;;;""
2023;6143;"2A";"2A048";"Calcatoggio";"2023-07-31 08:50:00";10;0;10;0;0;0;;;;;"Estimées";"1";"Involontaire (particulier)";"Non";;;;""
2023;6782;"13";"13025";"Châteauneuf-le-Rouge";"2023-07-31 12:12:00";9600;9600;0;0;0;0;;;;;"Mesurées";"1";"Accidentelle";"Non";;;;""
2023;8268;"11";"11285";"Peyriac-de-Mer";"2023-07-31 12:27:00";20;20;0;0;0;0;;;;;"Mesurées";;"Accidentelle";"Non";;;;""
2023;7870;"11";"11295";"Portel-des-Corbières";"2023-07-31 14:15:00";30;30;0;0;0;0;;;;;"Mesurées";;"Accidentelle";"Non";;;;""
2023;6624;"04";"04176";"Sainte-Croix-du-Verdon";"2023-07-31 15:27:00";100;100;0;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2023;7316;"34";"34213";"Poussan";"2023-07-31 15:50:00";6614;0;6614;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2023;6732;"2B";"2B096";"Corte";"2023-07-31 16:20:00";1000;1000;0;0;0;0;;;;;"Estimées";"4";"Accidentelle";"Non";;;;""
2023;21703;"83";"83061";"Fréjus";"2023-07-31 16:39:00";450;450;0;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";0;0;0;"Données partielles ou non valides"
2023;8090;"26";"26077";"Charmes-sur-l'Herbasse";"2023-07-31 16:41:00";3;3;0;0;0;0;;;;;"Estimées";"3";;"Non";;;;""
2023;21704;"83";"83099";"Puget-sur-Argens";"2023-07-31 16:46:00";257;257;0;0;0;0;;;;;"Estimées";;;"Non";;;;"Données partielles ou non valides"
2023;13117;"74";"74138";"Gruffy";"2023-07-31 17:16:00";500;500;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;6783;"13";"13063";"Miramas";"2023-07-31 19:25:00";50;50;0;0;0;0;;;;;"Estimées";"1";"Malveillance";"Non";;;;""
2023;7313;"34";"34121";"Joncels";"2023-08-01 00:25:00";12415;0;12415;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2023;7310;"34";"34146";"Lunel-Viel";"2023-08-01 07:30:00";4526;0;4526;0;0;0;;;;;"Mesurées";"1";"Accidentelle";"Non";;;;""
2023;13676;"72";"72124";"Écommoy";"2023-08-01 08:57:00";20;20;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2023;6781;"13";"13046";"Gréasque";"2023-08-01 09:10:00";1;1;0;0;0;0;;;;;"Estimées";"1";"Involontaire (particulier)";"Non";;;;""
2023;21706;"83";"83115";"Sainte-Maxime";"2023-08-01 10:44:00";50;50;0;0;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;"Données partielles ou non valides"
2023;7444;"11";"11116";"Cuxac-d'Aude";"2023-08-01 14:19:00";8400;0;8400;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2023;7022;"06";"06083";"Menton";"2023-08-01 14:53:00";200;0;200;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2023;21707;"83";"83077";"Méounes-lès-Montrieux";"2023-08-01 15:16:00";346;346;0;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;"Données partielles ou non valides"
2023;8303;"13";"13055";"Marseille";"2023-08-01 16:50:00";100;0;100;0;0;0;;;;;"Estimées";"1";;"Non";;;;""
